id,name,display_name,image,parent_id
52b17578-20be-475a-9185-b98b6133a399,software-tools/memcached,software-tools/memcached,https://images.unsplash.com/photo-1610433572362-a5869d14e3c1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=MXwxfDB8MXxyYW5kb218fHx8fHx8fA&ixlib=rb-1.2.1&q=80&utm_campaign=api-credit&utm_medium=referral&utm_source=unsplash_source&w=400,
e2f8791a-02b6-4d76-9f3b-c9bbd9ec4fc0,towers-of-hanoi,Towers of Hanoi,https://images.unsplash.com/photo-1612564233681-4dedc4d959d4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=MXwxfDB8MXxyYW5kb218fHx8fHx8fA&ixlib=rb-1.2.1&q=80&utm_campaign=api-credit&utm_medium=referral&utm_source=unsplash_source&w=400,
fb118928-625e-46d6-b28a-24d025fca25c,fusion,fusion,https://images.unsplash.com/photo-1514536958296-436f46226e74?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
029b9470-0953-4450-97f8-ac6b36425aef,copyright,copyright,https://images.unsplash.com/photo-1553258318-c22356c14808?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
45122298-a675-4564-a4b0-e3b74bfdbfcc,cartographic-generalization,Cartographic Generalization,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,8315d69b-6574-4e90-a381-cbc6144d4e3b
00a0255c-fe5e-4924-bf55-e4ded267f6e3,knot-theory,Knot Theory,https://images.unsplash.com/photo-1551693471-84e6dc733d9c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixlib=rb-1.2.1&q=80&w=400,c44158a9-2596-4b61-b064-ed936c71160a
7c95abfb-1413-4e94-a2b7-2c08ce7e5e25,growth-hacking,growth-hacking,https://images.unsplash.com/photo-1548610325-af59423f54bc?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,79494dde-8913-4bb5-813d-51641972769e
a3ed05e6-c8ed-4d70-a1c9-cd21e9a5768a,sonic-boom,Sonic Boom,https://images.unsplash.com/photo-1571863766603-6fa2fd313fa1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=MnwxfDB8MXxyYW5kb218fHx8fHx8fHwxNjE4MDMyNDcz&ixlib=rb-1.2.1&q=80&utm_campaign=api-credit&utm_medium=referral&utm_source=unsplash_source&w=400,
a4d3114c-7dad-4b56-a698-3aad43d88f45,adhd,ADHD,https://images.unsplash.com/photo-1533237744709-87cb88bf481b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,384b6385-9018-44d1-a4df-c078f8b636be
b874168f-6c52-408b-a93a-6dbf07ee4ec7,spaced-repetition,spaced-repetition,https://images.unsplash.com/photo-1450704944629-6a65f6810cf2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
462ffd79-ea66-47ef-b8a7-30b1442da1d0,interior-design,interior-design,https://images.unsplash.com/photo-1560585853-08abd90cbe88?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,9ca8ae4a-e105-4e6a-bb68-e6774bb2a611
46d8d891-37bd-47d8-ba15-cf548099634a,catalan-numbers,catalan numbers,https://images.unsplash.com/photo-1562941876-6be1a2363079?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=MnwxfDB8MXxyYW5kb218fHx8fHx8fHwxNjIyNDgzNDE4&ixlib=rb-1.2.1&q=80&utm_campaign=api-credit&utm_medium=referral&utm_source=unsplash_source&w=400,
4a04a143-f910-429b-a298-2a51c571dc51,demography,demography,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,
4aa97006-5463-42d1-be17-08a79d4a7df6,musical-instruments/chapman-stick,Chapman Stick,https://images.unsplash.com/photo-1580933884547-d358e3d21b84?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,9e88b28b-7976-4d4c-8ff1-39f22deb1de6
