name,display_name,image,parent_id,sort_index
cicero,cicero,https://images.unsplash.com/photo-1575839127403-433ec253fb72?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
rap,rap,https://images.unsplash.com/photo-1547082843-0c43e9359810?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
healthtech,healthtech,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
fumitake-koga,fumitake-koga,https://images.unsplash.com/photo-1561733124-f0db01fce3e8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
ichiro-kishimi,ichiro-kishimi,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
kip-tindell,kip-tindell,https://images.unsplash.com/photo-1580092164493-b122d67725ae?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
harvey-karp,harvey-karp,https://images.unsplash.com/photo-1565027691958-f9cda1c7a6be?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
peter-wohlleben,peter-wohlleben,https://images.unsplash.com/photo-1580826288426-fc58ef037571?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
bill-russell,bill-russell,https://images.unsplash.com/photo-1588114410955-e29c67d1f0b9?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
process,process,https://images.unsplash.com/photo-1531172669465-5cea2a84f2c2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
lyndon-b-johnson,lyndon-b-johnson,https://images.unsplash.com/photo-1596244110863-f5a4ae0eacf4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
wallace-wattles,wallace-wattles,https://images.unsplash.com/photo-1551675704-b0e24e2b7817?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
tracy-kidder,tracy-kidder,https://images.unsplash.com/photo-1502583794981-4610d89ce708?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
david-eagleman,david-eagleman,https://images.unsplash.com/photo-1586674757927-e8e76353311b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
warren-bennis,warren-bennis,https://images.unsplash.com/photo-1594989757994-4b424456228c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
yvon-chouinard,yvon-chouinard,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
mental-models,mental-models,https://images.unsplash.com/photo-1580630005061-b33f76beb83a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
subscription-economy,subscription-economy,https://images.unsplash.com/photo-1592421972305-d4d1a7cd11ae?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
peter-drucker,peter-drucker,https://images.unsplash.com/photo-1569758884082-8c6707fdba31?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
terry-arthur,terry-arthur,https://images.unsplash.com/photo-1512188066-4f19f566a388?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
jcr-licklider,jcr-licklider,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
pritzker,pritzker,https://images.unsplash.com/photo-1522362332665-bd7dcb56bd9d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
arpa,arpa,https://images.unsplash.com/photo-1566978719223-a4a0a4243b96?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
bo-burlingham,bo-burlingham,https://images.unsplash.com/photo-1592222565059-4535b563733e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
susan-crawford,susan-crawford,https://images.unsplash.com/photo-1504916490405-6a71ff3679d8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
kevin-simler,kevin-simler,https://images.unsplash.com/photo-1526922624978-818bff22379e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
david-falkner,david-falkner,https://images.unsplash.com/photo-1594201408510-dc19a64458d1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
britain,britain,https://images.unsplash.com/photo-1593692921599-8ed9a90c0ef0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
mitchell-waldrop,mitchell-waldrop,https://images.unsplash.com/photo-1564749290517-4c796908b0a3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
spiritual,spiritual,https://images.unsplash.com/photo-1474310393803-fffb52bf17cf?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
ssalesforce,ssalesforce,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
joseph-jordania,joseph-jordania,https://images.unsplash.com/photo-1575027539052-ccc25522ffd4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
jeffrey-rodengen,jeffrey-rodengen,https://images.unsplash.com/photo-1538036458282-2da358ea347c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
production,production,https://images.unsplash.com/photo-1518164483967-d6d558aa44df?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
don-norman,don-norman,https://images.unsplash.com/photo-1518235461080-01779c3c1167?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
container,container,https://images.unsplash.com/photo-1511383153726-54e369f4a6d8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
xerox-parc,xerox-parc,https://images.unsplash.com/photo-1589286670537-3092ec08e5ea?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
seung-sahn,seung-sahn,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
malcolm-mclean,malcolm-mclean,https://images.unsplash.com/photo-1581067546188-2ae4523c7815?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
eliyahu-goldratt,eliyahu-goldratt,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
stephen-mitchell,stephen-mitchell,https://images.unsplash.com/photo-1589840594613-5393ce4721ba?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
theranos,theranos,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
alexander-jikuridze,alexander-jikuridze,https://images.unsplash.com/photo-1556139234-2f39950d97c5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
oprah,oprah,https://images.unsplash.com/photo-1590477331161-0fb9147dce13?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
joseph-campbell,joseph-campbell,https://images.unsplash.com/photo-1577272625487-d054ac0135b6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
the-office,the-office,https://images.unsplash.com/photo-1571439637943-d53875221ce9?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
edward-bernays,edward-bernays,https://images.unsplash.com/photo-1597698538823-0a4e2ea827ee?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
donald-brown,donald-brown,https://images.unsplash.com/photo-1585007600338-ec568e187cc1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
psg-group,psg-group,https://images.unsplash.com/photo-1488942446680-85dd7de440ef?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
michael-pollan,michael-pollan,https://images.unsplash.com/photo-1516618736286-0c669ac7793a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
persistence,persistence,https://images.unsplash.com/photo-1526538964379-c7f71c1d7983?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
change,change,https://images.unsplash.com/photo-1532629345422-7515f3d16bb6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
john-h-patterson,john-h-patterson,https://images.unsplash.com/photo-1524611857210-87eb4ce7322c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
south-africa,south-africa,https://images.unsplash.com/photo-1578410485837-603c08df3fb2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
lawrence-cunningham,lawrence-cunningham,https://images.unsplash.com/photo-1592400256475-24b99e69255a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
donna-beech,donna-beech,https://images.unsplash.com/photo-1570110059031-8e59d10e5b28?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
pedro-domingos,pedro-domingos,https://images.unsplash.com/photo-1590799286523-13321b6166bb?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
james-dyson,james-dyson,https://images.unsplash.com/photo-1585066047759-3438c34cf676?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
ken-langone,ken-langone,https://images.unsplash.com/photo-1594840295384-3aad16925a4f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
samuel-crowther,samuel-crowther,https://images.unsplash.com/photo-1475791029390-e88ba721c9b3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
kindle,kindle,https://images.unsplash.com/photo-1455541504462-57ebb2a9cec1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
robert-greene,robert-greene,https://images.unsplash.com/photo-1576670158333-9cf3fbdef080?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
willis-johnson,willis-johnson,https://images.unsplash.com/photo-1593874859838-0ba26e170889?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
human-universals,human-universals,https://images.unsplash.com/photo-1561383841-2cf676d37aaa?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
brian-christian,brian-christian,https://images.unsplash.com/photo-1544260307-9bb2af0982a3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
william-gore,william-gore,https://images.unsplash.com/photo-1597683362063-b691c8649d65?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
howard-martin,howard-martin,https://images.unsplash.com/photo-1568574261746-f1579b84e699?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
bernie-marcus,bernie-marcus,https://images.unsplash.com/photo-1586381525582-f3c5e97304ae?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
tiger-woods,tiger-woods,https://images.unsplash.com/photo-1580374370577-852ced2bb825?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
sam-zell,sam-zell,https://images.unsplash.com/photo-1554921415-911c84e95e80?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
joe-dispenza,joe-dispenza,https://images.unsplash.com/photo-1520642801216-8d60b8255d7a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
isaac-asimov,isaac-asimov,https://images.unsplash.com/photo-1596449054838-0a2ae26b88e4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
charles-koch,charles-koch,https://images.unsplash.com/photo-1516710379545-fd7c4913ea26?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
anne-gruner-schlumberger,anne-gruner-schlumberger,https://images.unsplash.com/photo-1511736055649-5d82b091a64b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
james-p-carse,james-p-carse,https://images.unsplash.com/photo-1523137414122-480fe67d5c25?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
sci-fi,sci-fi,https://images.unsplash.com/photo-1595486929480-330d9b25fbb8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
chimpanzees,chimpanzees,https://images.unsplash.com/photo-1562045540-fdb3a6251cf9?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
bill-buford,bill-buford,https://images.unsplash.com/photo-1593672715438-d88a70629abe?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
mo-gawdat,mo-gawdat,https://images.unsplash.com/photo-1588398344652-2a1b8450719d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
alan-watts,alan-watts,https://images.unsplash.com/photo-1576364084985-86854a9d4dd0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
robert-coram,robert-coram,https://images.unsplash.com/flagged/photo-1594651538933-259de3386be5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
koch-industries,koch-industries,https://images.unsplash.com/photo-1514313841118-4b0b61788b36?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
flow,flow,https://images.unsplash.com/photo-1485774637594-7a42f3a786ff?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
cacilda-jetha,cacilda-jetha,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
robert-magness,robert-magness,https://images.unsplash.com/photo-1542971326-82694de74ea6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
civilization,civilization,https://images.unsplash.com/photo-1529476488885-3159d45ab78b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
costco,costco,https://images.unsplash.com/photo-1592500338274-015079586418?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
henry-petroski,henry-petroski,https://images.unsplash.com/photo-1547047572-e928619db613?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
richard-dawkins,richard-dawkins,https://images.unsplash.com/photo-1587303880851-22885156e9a0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
social-class,social-class,https://images.unsplash.com/photo-1519664699825-ddb2c64076bf?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
fedmart,fedmart,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,,
vaclav-smil,vaclav-smil,https://images.unsplash.com/photo-1506578299545-408e36ccbcaf?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
geoscience,geoscience,https://images.unsplash.com/photo-1593495603516-e0c1df35939a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
joshua-cooper-ramo,joshua-cooper-ramo,https://images.unsplash.com/photo-1565574336944-005f414447cb?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
tom-gallwey,tom-gallwey,https://images.unsplash.com/photo-1572798793834-67d5e285760d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
napoleon-hill,napoleon-hill,https://images.unsplash.com/photo-1545221858-0c888a4f9058?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
susan-butler,susan-butler,https://images.unsplash.com/photo-1531524197082-8ac02ebb64a9?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
richard-farson,richard-farson,https://images.unsplash.com/photo-1503506584117-5ed92741077a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
ryan-holiday,ryan-holiday,https://images.unsplash.com/photo-1512508561942-18fbe6d5d0cf?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
scale,scale,https://images.unsplash.com/photo-1588315028888-0e1da9fa090f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
gregory-david-roberts,gregory-david-roberts,https://images.unsplash.com/photo-1578698029394-e62c70bd5ad6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
the-great-ap,the-great-ap,https://images.unsplash.com/photo-1511198922712-e31c72f8fcd4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
andrew-carnegie,andrew-carnegie,https://images.unsplash.com/photo-1527203561188-dae1bc1a417f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
jesus,jesus,https://images.unsplash.com/photo-1584493305573-f672001de003?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
charles-darwin,charles-darwin,https://images.unsplash.com/photo-1584232990245-94454b3744cc?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
flight,flight,https://images.unsplash.com/photo-1583202075378-66202b71e755?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
mary-gribbin,mary-gribbin,https://images.unsplash.com/photo-1586397034528-a6a4f5a33931?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
john-huey,john-huey,https://images.unsplash.com/photo-1579370587567-455290527e3c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
price-club,price-club,https://images.unsplash.com/photo-1505858715281-9550cae7efe3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
new-zealand,new-zealand,https://images.unsplash.com/photo-1515476634362-98ef4bc89a2b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
success,success,https://images.unsplash.com/photo-1581094271453-1298de1aa392?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
all-blacks,all-blacks,https://images.unsplash.com/photo-1508474384266-8e862a68a650?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
how-to-live,how-to-live,https://images.unsplash.com/photo-1507778031059-d74c30b52585?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
john-fante,john-fante,https://images.unsplash.com/photo-1534701369556-86a6f65c6398?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
rudyard-kipling,rudyard-kipling,https://images.unsplash.com/photo-1587843132816-e66562dd53ec?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
james-kerr,james-kerr,https://images.unsplash.com/photo-1593372235840-105677dfb9c0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
mitch-albom,mitch-albom,https://images.unsplash.com/photo-1592735736483-0890b62d30ce?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
will-durant,will-durant,https://images.unsplash.com/photo-1522669547617-84967777d313?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
tim-wu,tim-wu,https://images.unsplash.com/photo-1495308728434-2930e5ca0bf6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
spencer-rascoff,spencer-rascoff,https://images.unsplash.com/photo-1585126534976-f4931a647c54?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,,
